"ALL","PHYS","MATH","CS","CHEM","ENG","EARTH","BIO","INFDIS","MED","BRAIN","HEALTH","SOC"
0.832957433928323,0.82206660033958,0.819047866990462,0.787622977689823,0.802810962067418,0.84646747238409,0.811997406154057,0.71218860267584,0.836470538133698,0.840157782192591,0.861629363434674,0.836286228629917,0.815884225527679
0.10863472849891,-0.380540986685499,0.713324731616555,0.668482204816269,0.725567905029736,0.703223507754151,0.552566153878816,0.286623030000566,0.639427098026011,0.529640518765401,0.660131311177156,0.674875872312179,0.715161219017564
0.0281823747052362,-0.179629855961357,0.411085006762287,0.191417478087513,0.256689366079632,0.0100701415977249,-0.0831416734125055,0.10706986259805,0.138833840113197,0.128601300552718,0.194293783262095,0.0567391925653279,0.315286672115385
0.20153166201846,-0.101896571973232,0.722948112732101,0.528975021711878,0.413977653184599,0.475421865606779,0.468257655716795,0.362699796265427,0.322903306863994,0.375073145179545,0.445916395321435,0.587398298301387,0.76019714759504
0.448591624091043,-0.0501880943781667,0.962906964508887,0.856597703646072,0.891616893568525,0.858458524430392,0.722575568289298,0.656742475408623,0.795138990022077,0.662189869492486,0.773070851120977,0.819222617127428,0.927494593755438
0.557976854676616,0.60340676982475,0.52340053341482,0.547163067550509,0.50911225510606,0.616136317754678,0.555519919444127,0.304412244269961,0.56508760233826,0.475718819278081,0.636924469442083,0.568727354766054,0.487858462072151
0.0867904197996372,0.00503839249731029,0.329702496530493,0.0762349963073675,0.0598382359403001,0.0476702238304943,0.165525044118331,0.202229739356612,0.0735765695178509,0.112602835435691,0.0481158448791487,0.0851875253182804,0.216109832317724
0.00896669016926535,-0.34335262731185,0.635497324266008,0.599598087829326,0.60831343447513,0.598387527290685,0.504110670811461,0.243560967943084,0.524492932874407,0.454709520054051,0.589287410897138,0.594227782331771,0.705548314482421
